FID,LAT,LONG_,ELEV,block,dailymet_livneh2013,dailywrf_salathe2014,dailymet_livneh2013_wrfbc,dailymet_livneh2013_wrfbc_global
20,48.28125,-121.59375,339.0,data.125.120.37.49,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/livneh2013/Daily_MET_1915_2011/raw/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.28125_-121.59375,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/salathe2014/WWA_1950_2010/raw/data_48.28125_-121.59375,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_liv/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.28125_-121.59375,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_global/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.28125_-121.59375
21,48.21875,-120.96875,1705.0,data.125.120.37.49,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/livneh2013/Daily_MET_1915_2011/raw/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.21875_-120.96875,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/salathe2014/WWA_1950_2010/raw/data_48.21875_-120.96875,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_liv/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.21875_-120.96875,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_global/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.21875_-120.96875
22,48.21875,-121.03125,1509.0,data.125.120.37.49,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/livneh2013/Daily_MET_1915_2011/raw/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.21875_-121.03125,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/salathe2014/WWA_1950_2010/raw/data_48.21875_-121.03125,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_liv/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.21875_-121.03125,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_global/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.21875_-121.03125
23,48.21875,-121.09375,1405.0,data.125.120.37.49,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/livneh2013/Daily_MET_1915_2011/raw/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.21875_-121.09375,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/salathe2014/WWA_1950_2010/raw/data_48.21875_-121.09375,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_liv/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.21875_-121.09375,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_global/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.21875_-121.09375
24,48.21875,-121.15625,1147.0,data.125.120.37.49,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/livneh2013/Daily_MET_1915_2011/raw/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.21875_-121.15625,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/salathe2014/WWA_1950_2010/raw/data_48.21875_-121.15625,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_liv/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.21875_-121.15625,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_global/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.21875_-121.15625
25,48.21875,-121.21875,1350.0,data.125.120.37.49,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/livneh2013/Daily_MET_1915_2011/raw/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.21875_-121.21875,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/salathe2014/WWA_1950_2010/raw/data_48.21875_-121.21875,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_liv/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.21875_-121.21875,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_global/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.21875_-121.21875
26,48.21875,-121.28125,1171.0,data.125.120.37.49,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/livneh2013/Daily_MET_1915_2011/raw/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.21875_-121.28125,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/salathe2014/WWA_1950_2010/raw/data_48.21875_-121.28125,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_liv/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.21875_-121.28125,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_global/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.21875_-121.28125
27,48.21875,-121.34375,1242.0,data.125.120.37.49,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/livneh2013/Daily_MET_1915_2011/raw/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.21875_-121.34375,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/salathe2014/WWA_1950_2010/raw/data_48.21875_-121.34375,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_liv/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.21875_-121.34375,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_global/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.21875_-121.34375
28,48.21875,-121.40625,1112.0,data.125.120.37.49,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/livneh2013/Daily_MET_1915_2011/raw/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.21875_-121.40625,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/salathe2014/WWA_1950_2010/raw/data_48.21875_-121.40625,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_liv/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.21875_-121.40625,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_global/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.21875_-121.40625
29,48.21875,-121.46875,926.0,data.125.120.37.49,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/livneh2013/Daily_MET_1915_2011/raw/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.21875_-121.46875,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/salathe2014/WWA_1950_2010/raw/data_48.21875_-121.46875,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_liv/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.21875_-121.46875,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_global/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.21875_-121.46875
30,48.21875,-121.53125,613.0,data.125.120.37.49,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/livneh2013/Daily_MET_1915_2011/raw/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.21875_-121.53125,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/salathe2014/WWA_1950_2010/raw/data_48.21875_-121.53125,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_liv/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.21875_-121.53125,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_global/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.21875_-121.53125
31,48.21875,-121.59375,609.0,data.125.120.37.49,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/livneh2013/Daily_MET_1915_2011/raw/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.21875_-121.59375,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/salathe2014/WWA_1950_2010/raw/data_48.21875_-121.59375,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_liv/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.21875_-121.59375,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_global/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.21875_-121.59375
32,48.15625,-120.96875,1732.0,data.125.120.37.49,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/livneh2013/Daily_MET_1915_2011/raw/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.15625_-120.96875,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/salathe2014/WWA_1950_2010/raw/data_48.15625_-120.96875,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_liv/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.15625_-120.96875,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_global/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.15625_-120.96875
33,48.15625,-121.03125,1273.0,data.125.120.37.49,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/livneh2013/Daily_MET_1915_2011/raw/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.15625_-121.03125,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/salathe2014/WWA_1950_2010/raw/data_48.15625_-121.03125,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_liv/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.15625_-121.03125,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_global/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.15625_-121.03125
34,48.15625,-121.09375,1736.0,data.125.120.37.49,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/livneh2013/Daily_MET_1915_2011/raw/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.15625_-121.09375,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/salathe2014/WWA_1950_2010/raw/data_48.15625_-121.09375,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_liv/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.15625_-121.09375,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_global/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.15625_-121.09375
35,48.15625,-121.15625,1628.0,data.125.120.37.49,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/livneh2013/Daily_MET_1915_2011/raw/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.15625_-121.15625,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/salathe2014/WWA_1950_2010/raw/data_48.15625_-121.15625,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_liv/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.15625_-121.15625,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_global/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.15625_-121.15625
36,48.15625,-121.21875,1347.0,data.125.120.37.49,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/livneh2013/Daily_MET_1915_2011/raw/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.15625_-121.21875,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/salathe2014/WWA_1950_2010/raw/data_48.15625_-121.21875,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_liv/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.15625_-121.21875,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_global/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.15625_-121.21875
37,48.15625,-121.28125,1148.0,data.125.120.37.49,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/livneh2013/Daily_MET_1915_2011/raw/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.15625_-121.28125,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/salathe2014/WWA_1950_2010/raw/data_48.15625_-121.28125,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_liv/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.15625_-121.28125,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_global/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.15625_-121.28125
38,48.15625,-121.34375,1094.0,data.125.120.37.49,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/livneh2013/Daily_MET_1915_2011/raw/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.15625_-121.34375,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/salathe2014/WWA_1950_2010/raw/data_48.15625_-121.34375,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_liv/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.15625_-121.34375,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_global/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.15625_-121.34375
39,48.15625,-121.40625,818.0,data.125.120.37.49,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/livneh2013/Daily_MET_1915_2011/raw/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.15625_-121.40625,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/salathe2014/WWA_1950_2010/raw/data_48.15625_-121.40625,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_liv/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.15625_-121.40625,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_global/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.15625_-121.40625
40,48.15625,-121.46875,707.0,data.125.120.37.49,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/livneh2013/Daily_MET_1915_2011/raw/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.15625_-121.46875,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/salathe2014/WWA_1950_2010/raw/data_48.15625_-121.46875,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_liv/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.15625_-121.46875,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_global/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.15625_-121.46875
41,48.15625,-121.53125,1014.0,data.125.120.37.49,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/livneh2013/Daily_MET_1915_2011/raw/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.15625_-121.53125,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/salathe2014/WWA_1950_2010/raw/data_48.15625_-121.53125,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_liv/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.15625_-121.53125,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_global/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.15625_-121.53125
42,48.15625,-121.59375,912.0,data.125.120.37.49,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/livneh2013/Daily_MET_1915_2011/raw/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.15625_-121.59375,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/salathe2014/WWA_1950_2010/raw/data_48.15625_-121.59375,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_liv/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.15625_-121.59375,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_global/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.15625_-121.59375
43,48.15625,-121.65625,1056.0,data.125.120.37.49,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/livneh2013/Daily_MET_1915_2011/raw/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.15625_-121.65625,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/salathe2014/WWA_1950_2010/raw/data_48.15625_-121.65625,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_liv/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.15625_-121.65625,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_global/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.15625_-121.65625
44,48.09375,-121.03125,1719.0,data.125.120.37.49,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/livneh2013/Daily_MET_1915_2011/raw/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.09375_-121.03125,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/salathe2014/WWA_1950_2010/raw/data_48.09375_-121.03125,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_liv/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.09375_-121.03125,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_global/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.09375_-121.03125
45,48.09375,-121.09375,2216.0,data.125.120.37.49,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/livneh2013/Daily_MET_1915_2011/raw/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.09375_-121.09375,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/salathe2014/WWA_1950_2010/raw/data_48.09375_-121.09375,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_liv/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.09375_-121.09375,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_global/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.09375_-121.09375
46,48.09375,-121.15625,1700.0,data.125.120.37.49,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/livneh2013/Daily_MET_1915_2011/raw/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.09375_-121.15625,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/salathe2014/WWA_1950_2010/raw/data_48.09375_-121.15625,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_liv/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.09375_-121.15625,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_global/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.09375_-121.15625
47,48.09375,-121.21875,1594.0,data.125.120.37.49,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/livneh2013/Daily_MET_1915_2011/raw/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.09375_-121.21875,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/salathe2014/WWA_1950_2010/raw/data_48.09375_-121.21875,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_liv/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.09375_-121.21875,/home/jovyan/work/notebooks/data/7c3416535ab24d4f93b0b94741bb9572/7c3416535ab24d4f93b0b94741bb9572/data/contents/biascorrWRF_global/Meteorology_Livneh_CONUSExt_v.1.2_2013_48.09375_-121.21875
